Terrasymbiosis,7,"I’m not fully sold on Terrasymbiosis, but this has the potential to draw you a ton of cards. Imagine curving this into a warped Broodguard Elite for example. Even if you just pick up one counter for the turn, that’s more than enough to warrant playing this. This deck is naturally quite aggressive, so a 3-mana enchantment is hardly where it wants to be. But it could draw up to a dozen cards whenever it comes down early enough, and that’s enough for even the fastest decks to pay attention to it."
Thawbringer,2,"Is this finally the time for a 4/2 for 3 mana to shine? Given how much high power matters to station your spacecraft, Thawbringer could very well do. But this design has been tried a lot of times in the past, and the fact that it trades down for 1-drops and 2-drops was always a big problem."
"Alpharael, Dreaming Acolyte",5,"Right away, an ability that draws two and discards an artifact is pretty nice to see. It’ll help you to filter your hand well enough while it leaves you a very solid creature in play. There’s not much to say about Alpharael, Dreaming Acolyte other than discarding an artifact is usually a lot better than discarding two cards. Try to make sure your deck has plenty of them, but that shouldn’t be too hard to do."
Biomechan Engineer,6,"Not only is Biomechan Engineer a good ramp enabler, but it’s also an incredible ramp payoff. That’s a rare combination to see and as a ramp enjoyer, I’m very excited to play with this card. You can’t stop me from drawing all the cards!"
Biotech Specialist,6,"Biotech Specialist looks weirdly out of place. It’s an excellent ramp card, but beyond that, it’s a sacrifice payoff. While that’s clearly to reward you for sacrificing your Landers, it’ll actually pop off the most in a black/red shell, so maybe it’s worth splashing there, too. Either way, this does look very good."
Cosmogoyf,0,"I do love to see a new lhurgoyf, but how many cards are we even going to have in exile? I’m guessing the answer is nowhere near enough to make Cosmogoyf viable."
"Dyadrine, Synthesis Amalgam",7,"Dyadrine, Synthesis Amalgam is always as big as the amount of mana you spend on it, which isn’t a bad start at all. But after that, getting to turn your +1/+1 counters into 2/2 tokens and card draw is a very powerful ability. You don’t lose any stats from your board, but you gain cards and spread that power/toughness out across multiple bodies. This is excellent, and it’s a great payoff for the green/white deck."
Genemorph Imago,6,"This is honestly just a bit weird. Blue/green is a ramp deck, which usually wants to play a slow, midrange game, yet here we have an aggro payoff for it. The most obvious use of Genemorph Imago is to target itself and get attacking, which is quite strong already. From there, it can get a bit tricksy by perhaps shrinking your opponent’s really big creature or growing other creatures you control with multiple land drops. This is a nice finisher for this deck, assuming you can keep up with land drops, but it’s also a card that deals quite a lot of damage when you play it early."
"Haliya, Ascendant Cadet",5,"The turn you play Haliya, Ascendant Cadet, you should be able to set it up such that you draw a card from it on the same turn. If you can’t, Haliya loses a lot of its value and ends up being quite clunky. Still, the counters deck has a lot going for it, so I think this soldier will be very easy to enable."
Infinite Guideline Station,0,"The Lander tokens in Edge of Eternities make casting 5-color cards easier than ever before. Except, this isn’t really worth casting in the first place. Caring about multicolor permanents when there’s very few of them in EOE in the first place is a big downside. It counts itself, but if this is the only multicolor permanent it’s not actually good enough. I’m very much a 5-color enjoyer. I’ll draft around this at some point. It’ll probably suck, but I really hope it won’t."
Interceptor Mechan,7,"Gravedigger is already a ridiculous card in Limited, and look at all of those sweet upgrades you get! You can grab an artifact, but Interceptor Mechan also flies, and it picks up counters at the end of each turn. What a card! If you can ever get two of them and one gets the other back, that’s practically a win condition all on its own."
"Mm’menon, Uthros Exile",6,"Mm'menon, Uthros Exile is certainly an easy way to get more aggressive in your blue/red deck. There are lots of good artifact creatures to build this deck around and each one of them can now come with a free +1/+1 counter. If you can play this early, your board will grow much faster than your opponent’s, and that’s an easy advantage to leverage into a win."
Mutinous Massacre,9,"Doesn’t this just win you the game on the spot? It definitely should. Yeah, Mutinous Massacre is a 7-mana card that I’m very happy to build around. On the rare occasion that you don’t outright win the game with this, all you need is a free sacrifice outlet so that you can at the very least Plague Wind your opponent out of the game and then win the next turn."
Pinnacle Emissary,8,"In an artifact-based set, we’re probably going to cast quite a few artifact spells, or at least we’d hope so. These Drone tokens are a fair bit worse than Thopters, but you get them completely for free here, so that’s nice to see. The warp cost on Pinnacle Emissary is also really dumb. You can essentially get a Drone token for 1 mana on a turn when you’re also casting another artifact, and that’s a very nice bonus to have."
"Ragost, Deft Gastronaut",4,"Ragost, Deft Gastronaut has already received a very understandable amount of love online. It does a lot of cool things, though not enough for a Limited setting. Weirdly, this is another rare that looks particularly good in the black/red sacrifice shell, so perhaps this is something you’ll look to splash in that deck rather than play it in a red/white shell."
"Sami, Ship’s Engineer",7,"The big three payoffs we always look for in build-arounds are card draw, removal, or creating tokens, so Sami, Ship's Engineer looks exceptionally good. Spacecraft make it trivially easy to tap your creatures when you want to do so, so I can’t imagine this artificer will be very hard to enable. A steady stream of 2/2s is a surefire way to win the game if unimpeded."
"Sami, Wildcat Captain",4,"A 6-mana 4/4 with double strike hits kind of hard, but that’s literally it. Granting affinity for artifacts to all your spells just isn’t relevant once you’ve already gotten the 6 mana to cast Sami, Wildcat Captain. You might be able to use this to get a big discount on some very expensive spells, but why are those cards in your deck if you can only cast them with Sami in the first place?"
Seedship Broodtender,6,"Seedship Broodtender is one of those rare occurrences where an archetypal build-around is both an enabler and a payoff. It looks fairly decent at both, though it’s a lot of mana required to reanimate something. Nevertheless, you can’t go wrong with this as a package deal."
Singularity Rupture,7,"Six mana is quite a lot for a board wipe, but Singularity Rupture is still a board wipe at the end of the day. Same rules apply; you can know that it’s coming and try not to commit too much to the board so that your opponent loses out a lot more than you do. Milling half of your opponent’s deck is certainly going to annoy a lot of people, but it’s probably little more than flavor text since it won’t mill enough cards to make enough of an impact on the game."
Space-Time Anomaly,6,"Space-Time Anomaly is going to be a very hit or miss card because playing this against early aggro is going to be horrendous. Not only because it doesn’t affect the board, but also because it’ll mill fewer cards from you having taken damage already. But if you can mill your opponent for 20 cards on turn 4 having taken no damage, won’t you just win? This is obscene against any slow deck, and even midrange decks will struggle to beat it. If you ever find a second copy, it’ll just be ridiculous. Yes, drawing this later in the game makes it a lot worse, but assuming you’re a slow, controlling deck, you should still be able to use this effectively."
Station Monitor,6,"Creating a Drone token for doing the double spell thing is a pretty good payoff. Clarion Spirit was an exceptional card in Kaldheim, but its tokens were able to block. Station Monitor isn’t going to be quite on the same level for this reason, but it’s still a great payoff for the deck and a good reason to go into UW in Draft."
"Syr Vondam, Sunstar Exemplar",9,"We just had Judge Magister Gabranth in Final Fantasy, and this is mostly the same card but with a ton of bonuses. You can sacrifice or warp creatures to enable Syr Vondam, Sunstar Exemplar directly, but just trading them off in combat is likely the easiest way to grow this quickly. Given that it turns into an easy two-for-one once you get two counters on it, you absolutely want to make sure it’s enabled. The fact is that this is a powerful bomb rare that only costs 2 mana, so it’s easy to slot into your curve or just to run out on turn 2, and that makes it a lot more desirable than many other bombs."
"Syr Vondam, the Lucent",7,"If you have any plans about going wide (and in white/black, you probably do), Syr Vondam, the Lucent is going to be one of the better curve-toppers you can find. +1/+0 and deathtouch is exactly the kind of bonus that’s threatening enough to encourage your opponent to block it while it also makes it so that they have no profitable blocks to make. That’s a very potent combination, and I expect this to be an excellent card in EOE Limited."
"Tannuk, Memorial Ensign",6,"Pinging your opponent for each land drop can get really annoying really quickly. That wouldn’t be enough to sell me on Tannuk, Memorial Ensign, but all you need to draw some free cards is some Lander tokens. If we essentially view this as something that lets us draw a card each turn as long as we sacrifice a Lander, that sounds pretty good to me."
Anticausal Vestige,9,Eldrazi are back! At least this one is. It’s also pretty incredible.
"Tezzeret, Cruel Captain",4,"Tezzeret, Cruel Captain is a weird one. The number one aspect we look for in any planeswalker is the ability to protect itself on the board, usually either by creating tokens or by making it harder for your opponent to attack into it. Tezzeret does this, but not in a particularly effective way. By untapping a creature, that creature can attack or station something and then still block for Tezzeret. That’s not all that exciting to be honest. Tezzeret looks like it’ll perform best in the green/white counters deck with enough artifacts to support it. If Tezzeret can sit back and put a +1/+1 counter on something every turn, that’s very much worth playing. Its -7 ability is also extremely powerful if you can get to it, so very much worth going for."
All-Fates Scroll,3,"Mana rocks have been quite a bit better in recent sets, and All-Fates Scroll seems just about good enough, too. You can sacrifice this artifact to draw at least two cards, but more likely closer to four or five in the right deck. I’d imagine if you end up in a multicolor deck, this’ll be good enough to run, but your standard 2-color deck won’t be interested at all."
Bygone Colossus,2,"This is a cool card. The gimmick here is that you can use Bygone Colossus to automatically station most spacecraft in one go (as most of them require nine or fewer charge counters) for just 3 mana, then maybe you have a 9/9 to play much later on if you ever get to it. I really don’t know if that’ll end up being worth it, but Edge of Eternities will be a fun format if this card is actually good."
Chrome Companion,2,"Obviously the bestest boy in EOE, but will we actually play Chrome Companion? The lifegain trigger is kind of interesting, and we can enable it by stationing some spacecraft. I’d be surprised if this saw absolutely no play, but I don’t think this adorable doggo is going to do all that much."
Dauntless Scrapbot,2,"I don’t think this is good enough. In a pinch, it can create a Lander token, so I’m sure some decks will want to run Dauntless Scrapbot for that. But it’s too fragile, and it dies in combat with basically anything. This robot should mostly be a good sideboard card against black/green decks. This can make it if you’re really short on Landers, but otherwise I just wouldn’t touch this."
"Dawnsire, Sunstar Dreadnought",7,"This is going to be the true test for spacecraft. Dawnsire, Sunstar Dreadnought does nothing when it enters, but it offers an obscene ability and set of stats behind a need for a ridiculously high number of charge counters. The more I look at Edge of Eternities, the more I’m noticing little synergies that seem to help enable cards like this and make it viable. This could easily be one of the best cards in the set, and it could also be unplayable, so I don’t know where to rate it. For now, I think it’s quite good, but you need to be able to enable Dawnsire. Cheap warp costs and cards like Monoist Sentry will go a long way towards that. This also forms a two-card instant win combo with Requiem Monolith or Pain for All, so that’s probably worth looking out for."
The Dominion Bracelet,2,"Controlling your opponent for a turn is one of the most powerful effects in all of Magic. At the very least, it allows you to force them into some bad attacks and tap them out of mana. But that cost is unbelievable. If you equip The Dominion Bracelet to a creature with 6 power, it’ll grow to 7 power and then cost 8 to use the ability. That’s still quite a lot, and I don’t see it getting much better than that. This card is cool enough that I want to hold out hope that it’s good, though to be honest, it’s far closer to unplayable than to playable."
The Endstone,8,"The ability to draw a card for every single card you play is pretty obnoxious. The big downside with The Endstone is the cost and the fact that it does very little on the turn you play it. You do have to be careful of drawing too many cards, as you can’t choose to stop drawing without choosing to stop playing any cards. All that considered, you should be able to bury your opponent in card advantage in short order."
The Eternity Elevator,1,"It’s cool to see a big Thran Dynamo-like mana rock again, but I just don’t know which deck is ever going to want The Eternity Elevator. Even a ramp deck in EOE Limited isn’t all that interested in this because the deck already has Landers and wants to get differently named lands into play. While not completely unplayable, I just don’t think this has a home outside of Constructed decks."
Extinguisher Battleship,10,"Now this is a spacecraft I can get behind. Wrath the board and probably take a spacecraft or something out at the same time. Then, Extinguisher Battleship should be comparatively easy to station, and as a 10 flampler, it gets the game over very quickly. The only thing it doesn’t do is kill off big creatures, but you can plan for that by focusing your removal on those first. Normally, costing 8 mana would be a downside, but all the Lander tokens in Edge of Eternities make me think this’ll be much easier to get to than in a normal set. This card is busted, and I hope I see plenty of it in this format (in my decks of course)."
Nutrient Block,3,"Given that we have a sacrifice archetype that wants to sacrifice artifacts, Nutrient Block looks like a very good inclusion in that deck. Much like Chromatic Star, we can just run this in the sacrifice deck, and it's essentially 1 mana to draw a card and get a free sacrifice activation. It’s also not a terrible card to run in any deck since it’s just 3 total mana to draw a card and gain 3 life."
Pinnacle Kill-Ship,3,"We often get a colorless removal spell that kills just about anything for 7 mana, and it’s never good. However, Pinnacle Kill-Ship comes with a decently-sized spacecraft attached to it, so it can turn into a legitimate win condition. It’s still over-costed for what it is, but being colorless means any deck can play it. I’m sure it’ll find a home somewhere."
Survey Mechan,4,"This activated ability is pretty sweet, so the question is whether we’re able to make Survey Mechan cheap enough to use. I’d say if your deck can make it cost about 5 or 6, this is going to be strong. You just need to be able to enable it and you’re good to go."
Thaumaton Torpedo,2,"If you have plenty of spacecraft and can enable the cost reduction on this ability, you could definitely use Thaumaton Torpedo. But a total of 7 mana to remove something isn’t worth the cost."
Thrumming Hivepool,8,"First of all, Thrumming Hivepool will always cost 6 mana since there are no slivers in Edge of Eternities other than the unplayable Sliver Overlord Special Guest. But at 6 mana, this actually looks kind of broken. It’s like a slightly worse Assemble the Legion, a virtually unbeatable rare that gives you a ton of free value over the course of a few turns. You can also play this in any deck! That’s sadly also a downside as I expect everyone to run artifact removal in the main, so this isn’t quite as untouchable as it might be in another set. It’s still very powerful, and if your opponent can’t deal with it, you’ll win the game with ease."
Virulent Silencer,2,"This is a cute way to win the game. Thankfully, Virulent Silencer doesn’t work with Drone tokens, but it certainly works with spacecraft and the like. It also stacks nicely, so multiple copies will allow you to win much faster. However, the problem is how bad this card is by itself. Given that, I don’t think this assassin will come together every time you go for it, and if you ever fall short of the 10 poison you need, it’ll feel really bad."
Wurmwall Sweeper,1,"Wurmwall Sweeper is fairly reminiscent of the essentially unplayable Sky Skiff. I think it’s a little better than that was since surveil is a very relevant ability to have, but this still falls far short of where I want my spacecraft to be."
The Planets,5,"Each of these planets has the same structure. They enter tapped, which shouldn’t be too much of a downside, then you can station them like a spacecraft. Each one has a powerful ability that you can unlock with enough charge counters."
The Shock Lands,6,"The shock lands are among the strongest dual lands ever printed. That said, they’re still only dual lands. They’ll be a great addition to your deck if you’re already in their respective color pairs, and they can help to enable splashes, but otherwise they don’t do anything useful."
Command Bridge,3,"Command Bridge is a nice variation on Rupture Spire, allowing you to tap anything to its cost, not just another land. It’s fine if you want to fix your colors, but your average 2-color deck doesn’t need fixing so badly that it’d want to play this. It’s more useful for playing three or more colors."
Secluded Starforge,6,"What looks most useful here is the ability to create a 2/2 token. As the game goes long, Secluded Starforge allows you to keep generating value to overwhelm your opponent. The slower Edge of Eternities ends up, the more a mana sink like this is going to shine."
Ancient Tomb,8,"Ancient Tomb is an all-star of Legacy and Vintage Cube. One of only a handful of “sol lands” (named after Sol Ring), accelerating you by a turn without costing you any extra cards is extremely powerful. The damage it deals can add up over time, but you only need to use it a couple of times to get ahead on the board and leverage that advantage into a win. You should probably also take it whenever you see it because it’s very expensive (about $100+ before this printing). Enjoy!"
Blast Zone,7,"A land that can trade for actual creatures is always going to be good. It might take a while to charge up your Blast Zone, but you can’t take for granted the ability to destroy something without even casting a spell."
Blinkmoth Nexus,6,"Being colorless is a very real cost (that's a theme of this bonus sheet), but creature lands are extremely powerful. Blinkmoth Nexus has proven its worth over the years, and becoming an artifact creature is often a very real upside to any artifact-based deck, which I’m sure is going to matter in Edge of Eternities."
Bonders’ Enclave,4,"Is playing a colorless land worth the upside of sometimes getting to draw a card off Bonders' Enclave? I think so, but you really need a good number of qualified creatures in your deck to make this work."
Cascading Cataracts,2,"The artwork on this is absolutely stunning. Since there’s no reason to want all five colors at once, Cascading Cataracts has very little application in Edge of Eternities, though. You can get any combination of colors, so this can help to fix for anything. But it also makes your spells essentially cost an additional mana when you use it, which is often more than you’ll be willing to pay."
Cathedral of War,2,"Noble Hierarch, this is not. Costing you not only a colored mana source but also entering tapped the turn you play Cathedral of War is quite the hefty cost just for a land that has exalted. While that’s a bonus, the cost of playing this is likely too high."
Celestial Colonnade,7,"The name “Celestial Colonnade” probably made this a very easy pick for EOE. Colonnade is excellent, and one of Magic’s best ever creature lands. Not only will this be a premium pick if you’re drafting blue/white, but I’d for sure splash this if I was in either white or blue. The Lander tokens even make it easier to splash whichever color you’re missing."
Contested War Zone,6,"If you’re an aggressive go-wide deck, a land that buffs your damage output by this much is extremely powerful. This is of course why Contested War Zone comes with the hefty downside of having to pass it to your opponent if you take damage. Still, that risk is worth it in the right deck."
Creeping Tar Pit,7,"Of the original cycle of creature dual lands, Creeping Tar Pit was easily the most annoying to deal with. An unblockable 3/2 ends the game pretty quickly, and your opponent can only answer it with instant-speed removal. This is another land that I’d always take to fix my mana, but I’d also likely splash for it if I was only in one of its colors."
Crystal Quarry,0,"There are two 5-color cards in EOE Limited, and both are basically unplayable. It’s not worth playing Crystal Quarry to fix for anything else, so it’s just not worth playing at all."
Deserted Temple,0,The only combos I can see here involve untapping a creature land to block with or untapping Lotus Field or one of the planets that taps for a lot of mana. Neither of those things is worth the cost of putting Deserted Temple in your deck.
Dust Bowl,0,"Sacrificing your own lands to destroy your opponent’s lands isn’t really what you want to be doing here, especially when you can only target nonbasic lands. They might not even have any! Dust Bowl is just a straight no from me."
Echoing Deeps,0,"EOE Limited doesn’t have a lot of graveyard interactions in the first place, so which lands are even going to be in your graveyard? Typically none, so Echoing Deeps doesn’t look remotely playable."
Eldrazi Temple,0,"There’s only one Eldrazi creature in Edge of Eternities, and it actually gets worse when you accelerate it out. Eldrazi Temple is an easy no from me."
Endless Sands,1,"It seems simple in principle. Exile creatures you control with good abilities or to save them from removal spells, then get them all back in one go. Sadly, when we last saw Endless Sands, there was a lot of hype around it and it fizzled out very quickly."
Gemstone Caverns,0,"This is an excellent reprint to see as its price was starting to climb out of reach for anyone who wants it for Modern. While accelerating you on the draw is a very good effect, I don’t think it’ll be worth going down a card to enable that. In Modern, Gemstone Caverns is used a lot in combo decks to speed them up when going second. In the absence of any such decks in Limited, I think this is probably just garbage."
Grove of the Burnwillows,4,"I’ve been wanting a playset of Grove of the Burnwillows, and this absolutely stunning artwork is a great reason to finally pick some up. In Limited, this is fine. It’s about as close to a dual land with no downsides as you’ll ever see, but you obviously don’t need it unless you’re already red/green."
High Market,4,"Gaining 1 life is an embarrassingly weak ability, but getting to sacrifice a creature isn’t. We have a lot of payoffs for doing this, so a land like High Market in our land base that can sacrifice something without ever having to cast a spell does actually sound quite good."
Hissing Quagmire,4,"A 2/2 deathtoucher is a weird stat line for a creature land, as you tend to prefer to attack with them, not block. Hissing Quagmire is one of the weaker cards in this dual land cycle. I wouldn’t look to splash one of its colors, but I’d look to take it fairly highly if I was already in black/green."
Inkmoth Nexus,6,"This is a mythic rare for very good reason here. While Inkmoth Nexus is a very small creature and seems innocuous, the way this card has always been used throughout its history has been as something to carry equipment, +1/+1 counters, or other buffs. Because it has infect, it’ll kill your opponent a lot quicker than any other creature might. If you have a deck that can do that, Inkmoth looks great, but it needs that support for it to work properly."
Inventors’ Fair,5,"Gaining a tiny amount of life each turn isn’t much, but trading a land in for an artifact from your deck has the potential to be very good. We wouldn’t play a spell that does this, but a land like Inventors' Fair has far less of an opportunity cost to put it into a deck."
Lavaclaw Reaches,4,"Much like Hissing Quagmire, this is one of the weaker lands in this cycle, and not something I’m going to go out of my way to put into my deck. I’d love to see Lavaclaw Reaches if I’m already black/red, but that’s it."
Lotus Field,3,"While Lotus Field is a broken land in some Constructed formats, it does very little in Limited. It’s not much better than just playing your land drop for the turn as normal. It fixes your mana a bit, so that’s nice, but entering tapped makes it little better than an Evolving Wilds."
Lumbering Falls,4,"Lumbering Falls is another creature dual land that’s just fine. Four mana for a 3/3 hexproof creature isn’t all that impressive, so you’ll play this if you’re already blue/green and not otherwise."
Mana Confluence,4,"Fixing any color with an untapped land is very good, but the life loss is a very real cost. Unlike something like Starting Town, you can’t turn off the life loss at any point unless you just stop using it. But still, Mana Confluence enters untapped and lets you keep your curve going. If you need the color fixing, this is a good card to enable that."
Meteor Crater,0,"Without a colored permanent in play, not only does Meteor Crater not tap for any color of mana, it doesn’t even tap for mana at all. This is obscenely bad and should never be anywhere close to your main deck."
Mirrorpool,3,"Mirrorpool is an interesting one here. On the one hand, creating a copy of a creature or copying a spell on the stack is a pretty strong ability. However, there are some hefty downsides. This is colorless and enters tapped, which are pretty bad. It also requires colorless mana, so you shouldn’t play it at all without some sources of colorless mana. The effect is powerful enough that it’s worth going for, but there’s a lot of pieces here that need to come together before it works."
Mutavault,6,"One of the classic creature lands, Mutavault has seen a lot of play over the years in various typal decks like faeries, merfolk, etc. We don’t have a great deal of type-specific synergies in Edge of Eternities, but 1 mana to attack as a 2/2 is still a decent ability. It’s colorless, but at least it doesn’t enter tapped to slow our curve down."
Mystifying Maze,6,"While this is a lot of mana to have to leave up, attacking into Mystifying Maze is so annoying. It keeps big creatures in check, makes combat tricks worse, and everything in between. In EOE in particular, it’s also very good at disrupting spacecraft, as they’ll return to the battlefield without their charge counters. They retrigger their abilities in some cases, but that’s not so bad for a majority of them if you disrupt them in this way."
Needle Spires,4,"This creature dual land is also very fair and not all that powerful. Four mana for a 2/1 double striker is just fine, so Needle Spires will be good in a red/white deck and not worth playing elsewhere."
Nesting Grounds,1,"Although we have a +1/+1 counter theme that looks quite good, there’s not a lot in that archetype that rewards you for putting counters on your creatures. Nesting Grounds is very good when you have creatures that, for example, trigger an ability when they get a counter, so you can use this land to keep triggering them. Those creatures just aren’t in Edge of Eternities, so the power of this card is severely limited. While not completely useless, I just don’t think it’s good enough in the context of this set."
Petrified Field,0,There’s no land so good that sacrificing Petrified Field to bring it back to your hand is going to be worth doing.
Plaza of Heroes,2,"Plaza of Heroes is a very powerful land that has seen a lot of Standard play over the last few years, but Edge of Eternities has a lot fewer legendary cards than many other sets, so I don’t see this doing a lot for you. It certainly could happen, and this is very good if it does. But most of the time this will fall short of the mark."
Power Depot,4,"Power Depot is actually quite interesting in the context of Edge of Eternities. It’s the only artifact land, so triggering certain abilities with a land drop is highly desirable. You also have the ability to sacrifice it and get a free +1/+1 counter from modular. Not every deck will care about this, but there are definitely some that’ll love to have it."
Raging Ravine,6,"Raging Ravine is a cut above some of the other dual lands in this cycle. I’ve played a lot of this both in Standard and Modern, and it’s one of my favorites. Right away, this attacks as a 4/4, then it’s a 5/5, and so on. Funnily enough, you also have a trick whereby animating it twice gives it two instances of the trigger, so you can pick up two counters in one attack."
Reflecting Pool,2,"Reflecting Pool was once one of the best lands in Standard; when it was combined with Lorwyn’s vivid lands (Vivid Grove for example), it was an untapped source of all five colors, and 5-color control was a very good deck at the time. As it stands, this doesn’t help to fix your colors all that much in your average Limited deck since it only gives you colors that you already have. Where this is good is in the deck that cares about controlling lands with different names, as this has basically no downsides. It just doesn’t really have any upsides either."
Scavenger Grounds,0,"There’s one graveyard-based archetype, and it doesn’t even use the graveyard all that much. Exiling graveyards isn’t something we likely care about doing, so I don’t think Scavenger Grounds is even worth it out of the sideboard."
Shambling Vent,5,"Lifelink is such a relevant ability that this is a cut above some of the other creature dual lands. You still wouldn’t splash for it, but Shambling Vent is very powerful, and something you should prioritize if you’re in the right colors."
Stirring Wildwood,4,"This is a little more efficient than some of the other duals in this cycle, but a 3/4 reach creature isn’t particularly exciting at any point. A lot of EOE’s flying creatures are the spacecraft, and most of them are quite a bit bigger than Stirring Wildwood, too. Still, if you’re in green and white, you’ll happily take this to fix your mana and sometimes get in the red zone."
Strip Mine,6,"Okay, here’s Strip Mine, among the most toxic and hated lands in the game. If you have this in your opening hand and destroy your opponent’s first land with it, there’s a tiny chance that you actually just win the game. Your opponent could have kept a hand that needs to hit a land drop to be playable, and now they need to hit another one. I’d assume this is good enough to run, and sometimes you’ll just spike a game with it. It’s also worth remembering that Icetill Explorer exists in Edge of Eternities and could theoretically go nuts with this."
Sunken Citadel,4,"Sunken Citadel is essentially an Evolving Wilds, and that’s perfectly fine. You can use this to fix any color you need, and you should basically play this in any deck. When to pick it in a draft is another question entirely, because it’s not quite good enough to want to pick up too early. But if you happen to see it later in the pack and the other cards suck, slam it and be happy about it."
Swarmyard,7,"There are quite a few insects in Edge of Eternities, and Swarmyard is a pretty exceptional card if it has targets. The fact that it costs no mana to activate is just obscene. It’s so easy to leave this open, and now your opponent just can’t interact with some of your creatures. It’s especially potent with aggressive creatures, so something like Genemorph Imago goes really hard with this. Obviously, this is unplayable if your deck has no insects, but with just a couple of them this will be incredible."
Terrain Generator,0,"Terrain Generator would be incredible if it fetched lands from the deck, but putting them into play from the hand just isn’t good. You could use this on turn 3 and you probably have a land to put into play at that time, but that’s so much worse than just playing any 3-mana creature. I don’t think this is remotely good enough to see any play."
Thespian’s Stage,2,"There are a few good utility lands that you can copy with Thespian's Stage, but unfortunately they’re all on the Stellar Sights bonus sheet, so you’re probably not going to see that many of them in a draft. It’s good that you can copy an opponent’s land though, so I’m sure you can find some uses for it."
Wandering Fumarole,4,"Wandering Fumarole is also on the weaker side of these creature lands. It’s very good if you’re blue/red, but there’s no need to go out of your way to play it in another deck."
Deafening Silence,0,Deafening Silence is just never going to be relevant to play in a format where players are playing mostly creature spells anyway.
Robe of Stars,6,"Getting to protect a creature by phasing it out at will sounds incredibly strong. Even better, it’s very cheap to do so. Equip Robe of Stars to one of your bomb rares or just any big creature, and it’s going to be very hard for your opponent to ever interact with it."
Nexus of Fate,6,"Time Warp is an incredibly powerful card. In Limited, Nexus of Fate often lets you take two combats while it lets you untap, draw a card, and everything else associated with taking that turn. In most sets, the idea of casting a 7-mana extra turn spell isn’t too enticing, but the existence of Lander tokens makes this a lot more interesting. I don’t think the ability to keep shuffling it back into the library will be that important, but it’s not nothing."
Paradox Haze,0,Paradox Haze does literally nothing unless you have something very specific to pair with it. That simple fact doesn’t equate to a playable card at all.
Darkness,0,"While Darkness is a cool and needed reprint, Fog just isn’t playable in Limited. You can craft all sorts of beneficial scenarios for it, but they’re infrequent and almost never worth spending a whole card to enable."
Magus of the Moon,0,"Magus of the Moon’s ability to turn nonbasic lands into mountains isn’t an effect we’re remotely interested in, and we’re even less interested in a Gray Ogre."
Burgeoning,0,"Spending a card to get ahead on mana seems very reasonable. After all, cards like Rampant Growth and Farseek are very powerful. The problem is having to rely on having the land in hand for this to work. If you play Burgeoning turn 1, you can have three lands out for turn 2, but this has little or no guarantee of working at any other point in the game."
Green Sun’s Zenith,2,"Creature tutors tend not to be playable in Limited, as paying extra mana on top of their mana cost typically isn’t worth it. I’m giving Green Sun's Zenith a little bit of credit here for being so cheap to do this, but I’m definitely not sold on the idea."
Sliver Overlord,0,"There are no slivers in Edge of Eternities. Technically it’s not useless, as Thrumming Hivepool exists and this can counter it by stealing the Sliver tokens, but that sounds like a situation so rare that it’s not even worth considering. How does a worse Fusion Elemental sound?"
Warping Wail,1,"Warping Wail was fairly decent when it was first printed in Oath of the Gatewatch. It has a wide enough range of modes that it’s bound to do something reasonable whenever you draw it. The difficulty is that getting the colorless mana required to cast it is a lot harder in Edge of Eternities, so I don’t think this’ll be worth going out of your way to play."
